path,fileType,approximatePurpose,featureArea,activeSource,test,configuration,documentation,integrationPackage,generatedEvidence,historicalOrLegacy,lastRelevantCommit,manuallyInspected,appearsActive,appearsUnused,riskLevel,notes
src/pages/ImportsPage.jsx,.jsx,Route/page component,imports,true,false,false,false,false,false,false,2f7996f,yes - categorized by path/content scan,true,false,low,Tracked source; 41746 bytes
src/pages/LoginPage.jsx,.jsx,Route/page component,routes,true,false,false,false,false,false,false,80a551b,yes - categorized by path/content scan,true,false,low,Tracked source; 15769 bytes
src/pages/NotFoundPage.jsx,.jsx,Route/page component,routes,true,false,false,false,false,false,false,4492515,yes - categorized by path/content scan,true,false,low,Tracked source; 905 bytes
src/pages/OperationsPage.jsx,.jsx,Route/page component,operations,true,false,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,medium,Tracked source; 33307 bytes
src/pages/PaymentReconciliationPage.jsx,.jsx,Route/page component,finance,true,false,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,medium,Tracked source; 21688 bytes
src/pages/PaymentsPage.jsx,.jsx,Route/page component,finance,true,false,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,medium,Tracked source; 24453 bytes
src/pages/QaPage.jsx,.jsx,Route/page component,system qa,true,false,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,low,Tracked source; 44943 bytes
src/pages/RegistrationsPage.jsx,.jsx,Route/page component,registrations,true,false,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked source; 41244 bytes
src/pages/ScannerPage.jsx,.jsx,Route/page component,scanner,true,false,false,false,false,false,false,93117d6,yes - categorized by path/content scan,true,false,low,Tracked source; 21918 bytes
src/pages/SettingsPage.jsx,.jsx,Route/page component,routes,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 16301 bytes
src/pages/TicketsPage.jsx,.jsx,Route/page component,tickets,true,false,false,false,false,false,false,ebccf1f,yes - categorized by path/content scan,true,false,low,Tracked source; 26938 bytes
src/services/accessRequestContract.js,.js,Firestore/service boundary,services,true,false,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,medium,Tracked source; 2764 bytes
src/services/auditService.js,.js,Firestore/service boundary,services,true,false,false,false,false,false,false,7e8f8ab,yes - categorized by path/content scan,true,false,low,Tracked source; 627 bytes
src/services/cpbAuditBackfill.js,.js,Firestore/service boundary,services,true,false,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,high,Tracked source; 17103 bytes
src/services/eventService.js,.js,Firestore/service boundary,services,true,false,false,false,false,false,false,19dc1c1,yes - categorized by path/content scan,true,false,low,Tracked source; 7623 bytes
src/services/importService.js,.js,Firestore/service boundary,imports,true,false,false,false,false,false,false,cc60d5c,yes - categorized by path/content scan,true,false,low,Tracked source; 3438 bytes
src/services/operationsLedgerService.js,.js,Firestore/service boundary,operations,true,false,false,false,false,false,false,2e6d361,yes - categorized by path/content scan,true,false,medium,Tracked source; 4424 bytes
src/services/reconciliationReadService.js,.js,Firestore/service boundary,services,true,false,false,false,false,false,false,6342833,yes - categorized by path/content scan,true,false,low,Tracked source; 1014 bytes
src/services/registrationService.js,.js,Firestore/service boundary,registrations,true,false,false,false,false,false,false,9e5a605,yes - categorized by path/content scan,true,false,low,Tracked source; 10865 bytes
src/services/ticketService.js,.js,Firestore/service boundary,tickets,true,false,false,false,false,false,false,0479652,yes - categorized by path/content scan,true,false,low,Tracked source; 5116 bytes
src/styles.css,.css,Application source,source,true,false,false,false,false,false,false,91b8610,yes - categorized by path/content scan,true,false,low,Tracked source; 8272 bytes
src/tutorial/TutorialArrow.jsx,.jsx,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 564 bytes
src/tutorial/TutorialCompletion.jsx,.jsx,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 1312 bytes
src/tutorial/TutorialContext.js,.js,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 93 bytes
src/tutorial/TutorialController.js,.js,Application source,tutorial,true,false,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked source; 9216 bytes
src/tutorial/TutorialErrorBoundary.jsx,.jsx,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 951 bytes
src/tutorial/TutorialOverlay.jsx,.jsx,Application source,tutorial,true,false,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked source; 6290 bytes
src/tutorial/TutorialProgress.jsx,.jsx,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 516 bytes
src/tutorial/TutorialProvider.jsx,.jsx,Application source,tutorial,true,false,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked source; 9186 bytes
src/tutorial/TutorialSpotlight.jsx,.jsx,Application source,tutorial,true,false,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked source; 568 bytes
src/tutorial/TutorialStateMachine.js,.js,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 3387 bytes
src/tutorial/TutorialTarget.jsx,.jsx,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 225 bytes
src/tutorial/TutorialTooltip.jsx,.jsx,Application source,tutorial,true,false,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked source; 6148 bytes
src/tutorial/WelcomeCelebration.jsx,.jsx,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 4489 bytes
src/tutorial/tutorialDiagnostics.js,.js,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 891 bytes
src/tutorial/tutorialRegistry.js,.js,Application source,tutorial,true,false,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked source; 2662 bytes
src/tutorial/tutorialRoutes.js,.js,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 1493 bytes
src/tutorial/tutorialSteps.js,.js,Application source,tutorial,true,false,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked source; 20408 bytes
src/tutorial/tutorialStorage.js,.js,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 2728 bytes
src/tutorial/useTutorial.js,.js,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 280 bytes
src/tutorial/useTutorialTarget.js,.js,Application source,tutorial,true,false,false,false,false,false,false,67219c5,yes - categorized by path/content scan,true,false,low,Tracked source; 281 bytes
src/utils/accessRoles.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,2e9ed09,yes - categorized by path/content scan,true,false,medium,Tracked source; 12165 bytes
src/utils/adminSearch.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,67193aa,yes - categorized by path/content scan,true,false,high,Tracked source; 2079 bytes
src/utils/attendanceUtils.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,9e5a605,yes - categorized by path/content scan,true,false,low,Tracked source; 1910 bytes
src/utils/checkInUtils.js,.js,Shared product utility,check-in,true,false,false,false,false,false,false,6a33905,yes - categorized by path/content scan,true,false,low,Tracked source; 3497 bytes
src/utils/communicationsUtils.js,.js,Shared product utility,message builder,true,false,false,false,false,false,false,88e35bd,yes - categorized by path/content scan,true,false,low,Tracked source; 15678 bytes
src/utils/dateUtils.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,d0b0da3,yes - categorized by path/content scan,true,false,low,Tracked source; 2765 bytes
src/utils/eventDayUtils.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,b390e98,yes - categorized by path/content scan,true,false,low,Tracked source; 3140 bytes
src/utils/eventDefaults.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,1cecfb5,yes - categorized by path/content scan,true,false,low,Tracked source; 488 bytes
src/utils/eventPlanning.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,low,Tracked source; 26916 bytes
src/utils/eventReadiness.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked source; 14291 bytes
src/utils/eventReview.js,.js,Shared product utility,reports,true,false,false,false,false,false,false,1e5f9df,yes - categorized by path/content scan,true,false,low,Tracked source; 20598 bytes
src/utils/exportUtils.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,cc60d5c,yes - categorized by path/content scan,true,false,low,Tracked source; 6705 bytes
src/utils/financeUtils.js,.js,Shared product utility,finance,true,false,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,medium,Tracked source; 40009 bytes
src/utils/financialEvidenceAudit.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,4ecc0e9,yes - categorized by path/content scan,true,false,low,Tracked source; 3957 bytes
src/utils/formResponseInbox.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,2f7996f,yes - categorized by path/content scan,true,false,low,Tracked source; 7208 bytes
src/utils/importSources.js,.js,Shared product utility,imports,true,false,false,false,false,false,false,93117d6,yes - categorized by path/content scan,true,false,low,Tracked source; 1220 bytes
src/utils/importUtils.js,.js,Shared product utility,imports,true,false,false,false,false,false,false,0d2d75d,yes - categorized by path/content scan,true,false,low,Tracked source; 30623 bytes
src/utils/manifestApplyEngine.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,high,Tracked source; 3654 bytes
src/utils/navigation.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,80a551b,yes - categorized by path/content scan,true,false,low,Tracked source; 627 bytes
src/utils/operationsReport.js,.js,Shared product utility,operations,true,false,false,false,false,false,false,07b7a7e,yes - categorized by path/content scan,true,false,medium,Tracked source; 6082 bytes
src/utils/organizerDisplay.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,80a551b,yes - categorized by path/content scan,true,false,low,Tracked source; 1004 bytes
src/utils/paymentReconciliation.js,.js,Shared product utility,finance,true,false,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,medium,Tracked source; 25210 bytes
src/utils/paymentStatus.js,.js,Shared product utility,finance,true,false,false,false,false,false,false,9c47500,yes - categorized by path/content scan,true,false,medium,Tracked source; 1925 bytes
src/utils/qaHelper.js,.js,Shared product utility,system qa,true,false,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,low,Tracked source; 8760 bytes
src/utils/qrTicketUtils.js,.js,Shared product utility,tickets,true,false,false,false,false,false,false,7cf4aa2,yes - categorized by path/content scan,true,false,low,Tracked source; 1340 bytes
src/utils/reconciliationWorkbook.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,6342833,yes - categorized by path/content scan,true,false,low,Tracked source; 5639 bytes
src/utils/registrationMetrics.js,.js,Shared product utility,registrations,true,false,false,false,false,false,false,bbdef8e,yes - categorized by path/content scan,true,false,low,Tracked source; 3667 bytes
src/utils/runtimeHealth.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,005b549,yes - categorized by path/content scan,true,false,low,Tracked source; 5149 bytes
src/utils/ticketUtils.js,.js,Shared product utility,tickets,true,false,false,false,false,false,false,1cecfb5,yes - categorized by path/content scan,true,false,low,Tracked source; 5542 bytes
src/utils/validators.js,.js,Shared product utility,utilities,true,false,false,false,false,false,false,9e5a605,yes - categorized by path/content scan,true,false,low,Tracked source; 10442 bytes
src/utils/xlsxImport.js,.js,Shared product utility,imports,true,false,false,false,false,false,false,5f68ac9,yes - categorized by path/content scan,true,false,low,Tracked source; 1224 bytes
tests/auth-reliability.test.js,.js,Automated test or Playwright E2E,authentication,false,true,false,false,false,false,false,537c0ec,yes - categorized by path/content scan,true,false,medium,Tracked test; 3906 bytes
tests/csv-parser.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,false,b390e98,yes - categorized by path/content scan,true,false,low,Tracked test; 4977 bytes
tests/event-readiness.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,false,15918f4,yes - categorized by path/content scan,true,false,low,Tracked test; 4105 bytes
tests/event-utils.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,false,bbc5f27,yes - categorized by path/content scan,true,false,low,Tracked test; 2586 bytes
tests/firestore-checkin-rules.test.js,.js,Automated test or Playwright E2E,check-in,false,true,false,false,false,false,false,2e9ed09,yes - categorized by path/content scan,true,false,low,Tracked test; 26168 bytes
tests/google-forms-response-inbox.test.js,.js,Automated test or Playwright E2E,google forms,false,true,false,false,false,false,false,2f7996f,yes - categorized by path/content scan,true,false,low,Tracked test; 6370 bytes
tests/import-center.test.js,.js,Automated test or Playwright E2E,imports,false,true,false,false,false,false,false,9ce8ccf,yes - categorized by path/content scan,true,false,low,Tracked test; 4303 bytes
tests/onboarding-flow.test.js,.js,Automated test or Playwright E2E,tutorial,false,true,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked test; 12284 bytes
tests/onboarding-rules.test.js,.js,Automated test or Playwright E2E,tutorial,false,true,false,false,false,false,false,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked test; 12095 bytes
tests/phase10-phase11-roles-communications.test.js,.js,Automated test or Playwright E2E,message builder,false,true,false,false,false,false,true,93117d6,yes - categorized by path/content scan,true,false,low,Tracked test; 8208 bytes
tests/phase14-camera-checkin.test.js,.js,Automated test or Playwright E2E,check-in,false,true,false,false,false,false,true,005b549,yes - categorized by path/content scan,true,false,low,Tracked test; 9002 bytes
tests/phase14b-payment-audit-backfill.test.js,.js,Automated test or Playwright E2E,finance,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,high,Tracked test; 10594 bytes
tests/phase15a-security-headers.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,a2d08e7,yes - categorized by path/content scan,true,false,low,Tracked test; 2289 bytes
tests/phase15b-xlsx-roadmap-access-ops.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,medium,Tracked test; 7885 bytes
tests/phase16-live-load-ticket-checkin-qa.test.js,.js,Automated test or Playwright E2E,tickets,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,low,Tracked test; 4866 bytes
tests/phase17b-staff-access.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,16d2526,yes - categorized by path/content scan,true,false,medium,Tracked test; 7776 bytes
tests/phase17c-b-scanner-page.test.js,.js,Automated test or Playwright E2E,scanner,false,true,false,false,false,false,true,93117d6,yes - categorized by path/content scan,true,false,low,Tracked test; 15157 bytes
tests/phase17c-rules-readiness.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,e104b86,yes - categorized by path/content scan,true,false,low,Tracked test; 9323 bytes
tests/phase17e-b-access-request-rules.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,93117d6,yes - categorized by path/content scan,true,false,medium,Tracked test; 6100 bytes
tests/phase17e-cde-ui-readiness-ci.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,93117d6,yes - categorized by path/content scan,true,false,low,Tracked test; 2512 bytes
tests/phase17f-access-workflow-continuation.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,medium,Tracked test; 8845 bytes
tests/phase17r-release-stabilizer.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,low,Tracked test; 4700 bytes
tests/phase18-core-app-readiness.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,23d2dbd,yes - categorized by path/content scan,true,false,low,Tracked test; 2688 bytes
tests/phase19-operations-productivity.test.js,.js,Automated test or Playwright E2E,operations,false,true,false,false,false,false,true,91b8610,yes - categorized by path/content scan,true,false,medium,Tracked test; 4367 bytes
tests/phase20-real-use.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,low,Tracked test; 2998 bytes
tests/phase21-command-center.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,low,Tracked test; 2700 bytes
tests/phase22-event-review.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,low,Tracked test; 11948 bytes
tests/phase23a-product-structure-ui-reset.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,low,Tracked test; 5261 bytes
tests/phase23b-payments-operations-boundaries.test.js,.js,Automated test or Playwright E2E,finance,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,medium,Tracked test; 11919 bytes
tests/phase23c-payment-reconciliation.test.js,.js,Automated test or Playwright E2E,finance,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,medium,Tracked test; 15614 bytes
tests/phase23d0-registration-payment-editing-audit.test.js,.js,Automated test or Playwright E2E,registrations,false,true,false,false,false,false,true,6e4ae33,yes - categorized by path/content scan,true,false,medium,Tracked test; 10532 bytes
tests/phase23e-cpb-manifest-regeneration.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,low,Tracked test; 5652 bytes
tests/phase23f-cpb-approval-package.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,5d271e2,yes - categorized by path/content scan,true,false,low,Tracked test; 2581 bytes
tests/phase23g-apply-rehearsal.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,high,Tracked test; 5161 bytes
tests/phase23m-overview-payments-usability.test.js,.js,Automated test or Playwright E2E,finance,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,medium,Tracked test; 7320 bytes
tests/phase23n-financial-evidence-reconciliation.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,low,Tracked test; 10873 bytes
tests/phase23o-protected-owner-access.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,medium,Tracked test; 5999 bytes
tests/phase23p-product-foundation.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,low,Tracked test; 4460 bytes
tests/phase23q-finance-status-classification.test.js,.js,Automated test or Playwright E2E,finance,false,true,false,false,false,false,true,88e35bd,yes - categorized by path/content scan,true,false,medium,Tracked test; 9250 bytes
tests/phase23r-cpb-data-review-rationalization.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,88e35bd,yes - categorized by path/content scan,true,false,low,Tracked test; 11434 bytes
tests/phase23s-prototype-readiness.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked test; 3409 bytes
tests/phase23t-organizer-ready-mvp.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,low,Tracked test; 5137 bytes
tests/phase23v-visual-layout-information-architecture.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,d0c11f1,yes - categorized by path/content scan,true,false,low,Tracked test; 4547 bytes
tests/phase25-foundation.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,low,Tracked test; 6564 bytes
tests/phase26-event-categories-capabilities.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,9e5a605,yes - categorized by path/content scan,true,false,low,Tracked test; 4524 bytes
tests/phase26-historical-attendance-foundation.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,9e5a605,yes - categorized by path/content scan,true,false,low,Tracked test; 4971 bytes
tests/phase26-interactive-product-tour.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,0beba7f,yes - categorized by path/content scan,true,false,low,Tracked test; 3408 bytes
tests/phase26-personalization-navigation-footer.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,80a551b,yes - categorized by path/content scan,true,false,low,Tracked test; 3337 bytes
tests/phase31-additions.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,low,Tracked test; 8831 bytes
tests/phase45-ticketing.test.js,.js,Automated test or Playwright E2E,tickets,false,true,false,false,false,false,true,1cecfb5,yes - categorized by path/content scan,true,false,low,Tracked test; 10240 bytes
tests/phase6-communications.test.js,.js,Automated test or Playwright E2E,message builder,false,true,false,false,false,false,true,fad3d3b,yes - categorized by path/content scan,true,false,low,Tracked test; 4393 bytes
tests/phase7-qr-checkin.test.js,.js,Automated test or Playwright E2E,check-in,false,true,false,false,false,false,true,57a76a7,yes - categorized by path/content scan,true,false,low,Tracked test; 3021 bytes
tests/phase8-event-day-polish.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,low,Tracked test; 5028 bytes
tests/phase81-import-center.test.js,.js,Automated test or Playwright E2E,imports,false,true,false,false,false,false,true,9ce8ccf,yes - categorized by path/content scan,true,false,low,Tracked test; 20030 bytes
tests/phase82-admin-polish.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,true,93117d6,yes - categorized by path/content scan,true,false,high,Tracked test; 6049 bytes
tests/phase83-phase9-finance.test.js,.js,Automated test or Playwright E2E,finance,false,true,false,false,false,false,true,15918f4,yes - categorized by path/content scan,true,false,medium,Tracked test; 8173 bytes
tests/production-qa.test.js,.js,Automated test or Playwright E2E,system qa,false,true,false,false,false,false,false,d0c11f1,yes - categorized by path/content scan,true,false,high,Tracked test; 2992 bytes
tests/registration-metrics.test.js,.js,Automated test or Playwright E2E,registrations,false,true,false,false,false,false,false,9ce8ccf,yes - categorized by path/content scan,true,false,low,Tracked test; 5660 bytes
tests/registration-utils.test.js,.js,Automated test or Playwright E2E,registrations,false,true,false,false,false,false,false,d0b0da3,yes - categorized by path/content scan,true,false,low,Tracked test; 1588 bytes
tests/repository-hygiene.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,false,93117d6,yes - categorized by path/content scan,true,false,low,Tracked test; 902 bytes
tests/search-health.test.js,.js,Automated test or Playwright E2E,test,false,true,false,false,false,false,false,8f46b17,yes - categorized by path/content scan,true,false,low,Tracked test; 3621 bytes
vite.config.js,.js,"Build, Firebase, CI, dependency or tooling config",configuration,false,false,true,false,false,false,false,7fa95a1,yes - categorized by path/content scan,true,false,low,Tracked configuration; 843 bytes
